,job_title,company,experience,min exp,max exp,salary,base salary,max salary,location,jobListed(days ago),postedIn,rating,reviews count,details,salary data provide by
578,Roundglass - Business Intelligence Engineer - Data Analytics (2-4 yrs),ROUNDGLASS WELLBEING PRIVATE LIMITED,2-4 Yrs,2.0,4.0,,,,Mohali,30.0,hirist,3.3,49.0,"Business Intelligence, Data Analyst, Data Analytics",
579,Eucloid -  Data Analyst (1-5 yrs),Eucloid Data Solutions Pvt Ltd,1-5 Yrs,1.0,5.0,,,,Gurgaon / Gurugram,30.0,iimjobs,4.8,7.0,"Data Analytics, Analytics, Data Visualization",
580,Senior Data Analyst,Ipsos Research Private Ltd.,3-5 Yrs,3.0,5.0,,,,Bangalore / Bengaluru,150.0,Naukri,3.4,232.0,"Consulting, Linux, Pharma",
581,Data Analyst,Ipsos Research Private Ltd.,2-4 Yrs,2.0,4.0,,,,Bangalore / Bengaluru,150.0,Naukri,3.4,232.0,"Consulting, Linux, Pharma",
582,Lead Data Analyst,Ipsos Research Private Ltd.,3-6 Yrs,3.0,6.0,,,,Bangalore / Bengaluru,150.0,Naukri,3.4,232.0,"SQL, Automation, Python",
583,Lead Data Analyst,Vistaprint India Marketing Solutions Pvt Ltd,5-10 Yrs,5.0,10.0,,,,Bangalore / Bengaluru,90.0,Naukri,3.8,92.0,"Consulting, Analytics, Monitoring",
584,Senior Data Analyst,CarDekho,2-4 Yrs,2.0,4.0,,,,Gurgaon / Gurugram,730.0,Naukri,3.7,797.0,"SQL, MySQL, Python",
585,Senior Data Analyst,PT Tokopedia (tokopedia.com),3-4 Yrs,3.0,4.0,,,,Bangalore / Bengaluru,120.0,Naukri,4.0,72.0,"SQL, Python, Analytics",
586,Staff Business Data Analyst - SQL/Tableau (9-13 yrs),Intuit,9-13 Yrs,9.0,13.0,,,,Bangalore / Bengaluru,60.0,hirist,3.6,140.0,"Data Analyst, Data Analytics, Power BI",
587,Urgent- Supply Chain - Logistics / Data Analyst,Pittie Group,1-3 Yrs,1.0,3.0,₹ 0.5 - 2.75L/yr,50000.0,275000.0,Navi Mumbai,23.0,Naukri,2.3,27.0,"Data Analysis, Advanced Excel, SCM analyst",Salary Listed by Company
588,Sales Operations Associate/Sales Operations Analyst,Boyd Thermal Systems,5-10 Yrs,5.0,10.0,,,,Chennai,20.0,Naukri,4.0,6.0,"GTM, Incentives, Sales Operations",
589,Data Analyst,Fictiv,2-5 Yrs,2.0,5.0,,,,Pune,23.0,Naukri,3.5,3.0,"ERP, Warehouse, Senior Analyst",
590,Business Data Analyst - Delhi,Indo German International,2-5 Yrs,2.0,5.0,₹ 8 - 10L/yr,800000.0,1000000.0,New Delhi,26.0,Naukri,4.2,6.0,"Business Reporting, Business Research, Research Analysis",Salary Listed by Company
591,Systems Data Analyst,Intone Networks,1-4 Yrs,1.0,4.0,,,,Remote,60.0,Naukri,4.3,31.0,Data Analyst,
592,People Data Analyst,Cornerstone India,3-8 Yrs,3.0,8.0,,,,Mumbai,30.0,Naukri,4.0,19.0,"Troubleshooting, SQL, Data management",
593,Data Analyst,kaleeswari refinery p ltd,0-3 Yrs,0.0,3.0,,,,"Trichy, Chennai, Madurai
													+3 more",120.0,Naukri,4.0,207.0,Data Analyst,
594,Senior Data Analyst,GO-JEK ENGINEERING,3-5 Yrs,3.0,5.0,,,,Bangalore / Bengaluru,120.0,Naukri,3.7,105.0,"SQL, Python, Analytics",
595,ADM BI Data Analyst,Providence College of Engineering,2-6 Yrs,2.0,6.0,,,,Hyderabad / Secunderabad,12.0,Naukri,4.3,3.0,"Production support, JIT, Business analytics",
596,Data Analyst - Quicksight (2-5 yrs),Growel Softech Pvt. Ltd.,2-5 Yrs,2.0,5.0,,,,Hyderabad / Secunderabad,30.0,hirist,2.9,104.0,"Quicksight, Data Analyst, Data Analytics",
597,Data Analyst - Revenue Cycle Management & Electronic Health Record,Saisystems International,2-3 Yrs,2.0,3.0,,,,Pune,30.0,Naukri,3.1,19.0,"Healthcare, Analytical, Billing",
598,Data Analyst - Power BI (1-5 yrs),OUTSIZED INDIA PRIVATE LIMITED,1-5 Yrs,1.0,5.0,,,,Mumbai,18.0,hirist,4.2,4.0,"Data Analyst, Power BI, Dashboard Design",
599,Junior Data Analyst (PGDM Finance Freshers),Institutional Shareholder Services Inc.,0-2 Yrs,0.0,2.0,,,,Mumbai,270.0,Naukri,3.8,84.0,"Master data management, MS Office, Corporate governance",
600,Data Analyst,Rochem Separation Systems India Pvt Ltd,2-3 Yrs,2.0,3.0,,,,Banda,1460.0,Naukri,3.9,208.0,"ERP, Automation, SAP ERP",
601,Data Analyst,Comscore Technologies,1-4 Yrs,1.0,4.0,,,,Pune,6.0,Naukri,4.6,2.0,"insurance, modeling, software",
602,Data Analyst - Insights,True Caller,1-3 Yrs,1.0,3.0,,,,Bangalore / Bengaluru,60.0,Naukri,4.0,19.0,"SQL, Data mining, Health insurance",
603,Data Analyst - Global Consulting Firm - Contractual Role (1-5 yrs),Outsized India Private Limited,1-5 Yrs,1.0,5.0,,,,Mumbai,19.0,iimjobs,4.2,4.0,"Data Analytics, Data Visualization, Data Science",
604,Data Analyst II,Postman,3-6 Yrs,3.0,6.0,,,,Bangalore / Bengaluru,60.0,Naukri,3.9,28.0,"Analytical, SAN, Operations",
605,Assistant Manager Data Analyst,Lenskart.com,2-5 Yrs,2.0,5.0,,,,Gurgaon / Gurugram,150.0,Naukri,3.3,2500.0,"Customer service, SQL, Japanese",
606,Assistant Manager || Data Analyst,Lenskart,2-5 Yrs,2.0,5.0,,,,Gurgaon / Gurugram,150.0,Naukri,3.3,2500.0,"Customer service, Data analysis, SQL",
607,Data Analyst - B2C,DAZN Group,3-6 Yrs,3.0,6.0,,,,Hyderabad / Secunderabad,90.0,Naukri,4.5,11.0,"SQL, Data analysis, IT services",
608,"Python,Java, NoSQL,Data analyst",Tessolve Semiconductor Pvt. Ltd.,3-4 Yrs,3.0,4.0,,,,Bangalore / Bengaluru,90.0,Naukri,3.7,260.0,C,
609,Streaming Data Analyst,DAZN Group,2-6 Yrs,2.0,6.0,,,,Hyderabad / Secunderabad,150.0,Naukri,4.5,11.0,"Automation, Agile, JIRA",
610,Assistant Manager || Data Analyst,Lenskart,2-5 Yrs,2.0,5.0,,,,Gurgaon / Gurugram,150.0,Naukri,3.3,2500.0,"Customer service, Data analysis, SQL",
611,Senior Data Analyst - Customer Services,DAZN Group,4-7 Yrs,4.0,7.0,,,,Hyderabad / Secunderabad,150.0,Naukri,4.5,11.0,"SQL, Python, Manager Quality Assurance",
612,Senior Data Analyst,ION,2-5 Yrs,2.0,5.0,,,,Noida,30.0,Naukri,3.6,132.0,"SQL, XML, Business intelligence",
613,Lead Data Analyst - AWS/ETL (8-14 yrs),Optimal Virtual Employee,,,,,,,,30.0,hirist,3.3,18.0,,
614,Data Analyst,Technedge Solutions India,3-6 Yrs,3.0,6.0,,,,Gurgaon / Gurugram,18.0,Naukri,5.0,2.0,"Excel, Power Bi, Tableau",
615,Data Analyst Intern (Funding Pattern Analysis),Indian Institute for Human Settlements(IIHS),1-2 Yrs,1.0,2.0,,,,Bangalore / Bengaluru,90.0,Naukri,4.2,29.0,"Wordpress, Intern, Data analysis",
616,Data Analyst (Excel/MIS specialist),KIRTANE PANDIT LLP - CHARTERED ACCOUNTANTS,4-8 Yrs,4.0,8.0,,,,Mumbai,120.0,Naukri,3.9,93.0,"MIS, Data Analyst, Manager Quality Assurance",
617,Data Analyst,NITYO INFOTECH,3-12 Yrs,3.0,12.0,,,,Chennai,210.0,Naukri,3.1,648.0,"Data Analyst, Analyst",
618,PharmaScroll - Data Analyst - SQL/Excel/Power BI (4-6 yrs),Pharmascroll,4-6 Yrs,4.0,6.0,,,,Hyderabad / Secunderabad,23.0,hirist,3.8,7.0,"Data Analyst, Data Analytics, SQL",
619,Data Analyst - SQL/Python (7-11 yrs),WEN,7-11 Yrs,7.0,11.0,,,,Bangalore / Bengaluru,16.0,hirist,4.8,2.0,"SQL, Python, PySpark",
620,DATA ANALYST,treebohotels,1-5 Yrs,1.0,5.0,,,,Bangalore / Bengaluru,60.0,Naukri,3.4,239.0,"excel, sql, python",
621,Senior Data Analyst,CVM Solutions,7-10 Yrs,7.0,10.0,,,,Hyderabad / Secunderabad,120.0,Naukri,4.7,9.0,"Data analysis, Process improvement, Forecasting",
622,Senior Data Analyst,supplier.io,7-10 Yrs,7.0,10.0,,,,Hyderabad / Secunderabad,120.0,Naukri,4.7,9.0,"Data analysis, Process improvement, Forecasting",
623,Power BI Developer,Speridian Technologies Pvt Ltd,4-9 Yrs,4.0,9.0,,,,"Thiruvananthapuram, Mumbai, Cochin/Ernakulam/Kochi
													+1 more",240.0,Naukri,3.5,251.0,"SQL, SSIS, Debugging",
624,Data Analyst,CVM Solutions,1-2 Yrs,1.0,2.0,,,,Hyderabad / Secunderabad,365.0,Naukri,4.7,9.0,"Troubleshooting, SQL, Manager Quality Assurance",
625,Data Analyst,supplier.io,3-5 Yrs,3.0,5.0,₹ 5.55 - 6L/yr (AmbitionBox estimate),555000.0,600000.0,Hyderabad / Secunderabad,365.0,Naukri,4.7,9.0,"Troubleshooting, SQL, Manager Quality Assurance",Estimated by Ambition Box
626,Data Analyst,supplier.io,2-5 Yrs,2.0,5.0,,,,Hyderabad / Secunderabad,365.0,Naukri,4.7,9.0,"Troubleshooting, SQL, Manager Quality Assurance",
627,Data Support Analyst,CVM Solutions,3-5 Yrs,3.0,5.0,,,,Hyderabad / Secunderabad,365.0,Naukri,4.7,9.0,"Troubleshooting, Data analysis, SQL",
628,Data Analyst,CVM Solutions,2-4 Yrs,2.0,4.0,,,,Hyderabad / Secunderabad,365.0,Naukri,4.7,9.0,"Troubleshooting, SQL, Manager Quality Assurance",
629,Process Developer Data Analyst,Marktine,1-3 Yrs,1.0,3.0,,,,Remote,730.0,Naukri,4.7,62.0,"CRM, OTC, SMS",
630,Data Analyst(Tableau Developer),Marktine,3-8 Yrs,3.0,8.0,,,,Remote,730.0,Naukri,4.7,62.0,"IT services, SAN, Analytical",
631,Screen-Magic - Data Analyst - Founder's Office (4-10 yrs),Screen-Magic Mobile Media Private Limited,4-10 Yrs,4.0,10.0,,,,Pune,30.0,iimjobs,3.8,26.0,"Analytics, Data Analytics, Business Intelligence",
632,Aryng - Senior Data Analyst - Visualization Tools (4-8 yrs),Aryng LLC,4-8 Yrs,4.0,8.0,,,,Mumbai,20.0,hirist,4.4,3.0,"Data Analyst, Data Analytics, MySQL",
633,Medical Data Analyst Level I,ZignaAI,1-4 Yrs,1.0,4.0,,,,Hyderabad / Secunderabad,30.0,Naukri,4.8,4.0,"Healthcare, Billing, Analytical",
634,Operations Head,Genique Management,2-7 Yrs,2.0,7.0,,,,"Karnataka, Andhra Pradesh, Maharastra
													+2 more",30.0,Naukri,3.9,11.0,"Program Management, Operations Manager, Excel",
635,Business and Data Analyst,Accura Weldrods Kovai Pvt Ltd,1-3 Yrs,1.0,3.0,₹ 3 - 7L/yr,300000.0,700000.0,Coimbatore,1.0,Naukri,3.3,4.0,"Dax Queries, Power Bi Reports, Business Intelligence",Salary Listed by Company
636,"Product Data Analyst(ACES, PIES)",Fenyes Engineered Technology Pvt Ltd,4-6 Yrs,4.0,6.0,,,,Bangalore / Bengaluru,4.0,Naukri,3.7,3.0,"PIES, Data Management, Data Extraction",
637,Sr. Data Analyst,PureSpectrum,3-6 Yrs,3.0,6.0,,,,Hyderabad / Secunderabad,6.0,Naukri,3.3,5.0,"Health insurance, Data validation, Employee engagement",
638,Data Analyst,Kazam,1-3 Yrs,1.0,3.0,,,,Bangalore / Bengaluru,24.0,Naukri,3.3,15.0,"Computer science, Stakeholder Engagement, Coding",
639,Business Data Analyst,Netxcell Ltd,3-8 Yrs,3.0,8.0,,,,Vijayawada,365.0,Naukri,3.6,90.0,"Computer science, C, Business Data Analyst",
640,Data Analyst,Reubro International,4-6 Yrs,4.0,6.0,,,,Cochin/Ernakulam/Kochi,2555.0,Naukri,5.0,6.0,"documentation, data management, data mining",
641,Business Data Analyst,Netxcell Ltd,3-8 Yrs,3.0,8.0,,,,Vijayawada,365.0,Naukri,3.6,90.0,"Business Analyst, Business Data Analyst, Manager Technology",
642,Data Analyst,Reubro International,4-6 Yrs,4.0,6.0,,,,Cochin/Ernakulam/Kochi,2920.0,Naukri,5.0,6.0,"documentation, data management, data mining",
643,Data Analyst,Reubro International,4-6 Yrs,4.0,6.0,,,,"Cochin/Ernakulam/Kochi, Kochi",2920.0,Naukri,5.0,6.0,"documentation, data management, data mining",
644,Business Data Analyst,Netxcell Ltd,3-8 Yrs,3.0,8.0,,,,Vijayawada,365.0,Naukri,3.6,90.0,"Computer science, C, Business Data Analyst",
645,Data Analyst -M&T,Accolite Software India Pvt Ltd,5-7 Yrs,5.0,7.0,,,,Bangalore / Bengaluru,365.0,Naukri,3.4,593.0,"SQL, Analytical, MATLAB",
646,Data Analyst,Diya Systems (Mangalore) Pvt. Ltd.,4-9 Yrs,4.0,9.0,,,,Mangaluru,1095.0,Naukri,3.5,289.0,"SQL, Technical support, Application development",
647,HealthPlix - Data Analyst - Tableau/Power BI (1-5 yrs),HealthPlix Technologies Pvt Ltd,1-5 Yrs,1.0,5.0,,,,Bangalore / Bengaluru,60.0,hirist,3.3,127.0,"Tableau, MySQL, SQL",
648,PharmaScroll - Data Analyst (8-10 yrs),Pharmascroll,8-10 Yrs,8.0,10.0,,,,Bangalore / Bengaluru,26.0,hirist,3.8,7.0,"SQL, Data Analyst, Data Analytics",
649,TransOrg Analytics - Data Scientist - R/Python/SQL (3-6 yrs),TransOrg Analytics,3-6 Yrs,3.0,6.0,,,,"Delhi ncr, Mumbai, Bangalore / Bengaluru
													+1 more",19.0,hirist,2.8,28.0,"Data Scientist, Data Science, Python",
650,Revolo Infotech - Data Analyst (2-4 yrs),Revolo Infotech,,,,,,,,60.0,hirist,4.9,9.0,,
651,Data Analyst (2-4 yrs),Revolo Infotech,,,,,,,,60.0,hirist,4.9,9.0,,
652,Data Analyst Intern,Idatalytics,0-1 Yrs,0.0,1.0,,,,Cochin/Ernakulam/Kochi,30.0,Naukri,3.7,8.0,"Presentation Skills, Excel, Statistical Tools",
653,Global Marketing Data Analyst (3-5 yrs),e-Hireo global solutions,3-5 Yrs,3.0,5.0,,,,Bangalore / Bengaluru,12.0,iimjobs,3.2,8.0,"Analytics, Web Analytics, Data Analytics",
654,Lead Data Analyst - Economics,The Economist Newspaper Limited,3-7 Yrs,3.0,7.0,,,,Gurgaon / Gurugram,30.0,Naukri,4.0,15.0,"Data analysis, SQL, Manager Quality Assurance",
655,Data Analyst,PradeepIT,5-7 Yrs,5.0,7.0,,,,Bangalore / Bengaluru,90.0,Naukri,4.8,49.0,"SAP, Adobe, Automation",
656,Data Analyst,PradeepIT,1-3 Yrs,1.0,3.0,,,,Bangalore / Bengaluru,90.0,Naukri,4.8,49.0,"SAP, CRM, Troubleshooting",
657,Data Analyst,PradeepIT,5-7 Yrs,5.0,7.0,,,,Bangalore / Bengaluru,90.0,Naukri,4.8,49.0,"Data Analyst, Informatica, Data quality",
658,Data Analyst,PradeepIT,1-3 Yrs,1.0,3.0,,,,Bangalore / Bengaluru,90.0,Naukri,4.8,49.0,"SAP, Silicon, Adobe",
659,Data Analyst,Apollo Tele health Services,3-8 Yrs,3.0,8.0,,,,Hyderabad / Secunderabad,90.0,Naukri,3.8,110.0,"MySQL, Python, Data Analyst",
660,Network Engineer,Digital Vidya,4-7 Yrs,4.0,7.0,,,,Gurgaon / Gurugram,365.0,Naukri,4.2,20.0,"Networking, Troubleshooting, Data analysis",
661,Data Analyst,PradeepIT,1-3 Yrs,1.0,3.0,,,,Bangalore / Bengaluru,90.0,Naukri,4.8,49.0,"SAP, Silicon, Adobe",
662,Data Analyst,PradeepIT,5-7 Yrs,5.0,7.0,,,,Bangalore / Bengaluru,90.0,Naukri,4.8,49.0,"SAP, Adobe, Automation",
663,Data Analyst,PradeepIT,1-3 Yrs,1.0,3.0,,,,Bangalore / Bengaluru,90.0,Naukri,4.8,49.0,"SAP, CRM, Troubleshooting",
664,Data Analyst,PradeepIT,5-7 Yrs,5.0,7.0,,,,Bangalore / Bengaluru,90.0,Naukri,4.8,49.0,"Data Analyst, Informatica, Data quality",
665,Data Analyst,Incanus Technologies,1-6 Yrs,1.0,6.0,₹ 5 - 15L/yr,500000.0,1500000.0,"Pune, Delhi/Ncr, Bangalore / Bengaluru",27.0,Naukri,3.8,7.0,"Excel, Python, SQL",Salary Listed by Company
666,Nivoda - Marketing & Sales Data Analyst (6-9 yrs),Nivoda,6-9 Yrs,6.0,9.0,,,,Mumbai,30.0,iimjobs,3.9,16.0,"Analytics, Marketing Analytics, Sales Analytics",
667,Data Analyst,Northstar Pathology Lab,1-6 Yrs,1.0,6.0,,,,Ahmedabad,9.0,Naukri,3.5,4.0,Data Analyst,
668,MIS Manager ( Senior Data Analyst ),Quantum Asset Management Company Private Limited,7-9 Yrs,7.0,9.0,,,,Mumbai,120.0,Naukri,3.9,30.0,"MIS, SQL, Logistics",
669,Data Analyst,Albea,5-7 Yrs,5.0,7.0,,,,Panaji/Panjim,120.0,Naukri,3.7,19.0,"Pharma, Costing, Packaging",
670,Data Analyst,Albea,5-7 Yrs,5.0,7.0,,,,Panaji/Panjim,120.0,Naukri,3.7,19.0,"Pharma, Costing, Packaging",
671,Data Analyst - SAS/Python (4-9 yrs),HuQuo Consulting Pvt. Ltd.,4-9 Yrs,4.0,9.0,,,,"Delhi ncr, Gurgaon / Gurugram",30.0,hirist,3.8,14.0,"SAS, Python, Data Analyst",
672,Microstrategy Developer - Reporting Analytics & Dashboards (4-7 yrs),genxhire,4-7 Yrs,4.0,7.0,,,,Pune,30.0,hirist,3.5,51.0,"Microstrategy, Business Intelligence, Data Analyst",
673,Associate Data Analyst,SKIDOS,1-2 Yrs,1.0,2.0,,,,New Delhi,30.0,Naukri,3.9,14.0,"SQL, Python, Associate Data Analyst",
674,Data Analyst,VGMinds TechStudios Pvt Ltd,1-4 Yrs,1.0,4.0,,,,Bangalore / Bengaluru,25.0,Naukri,5.0,2.0,Data Analyst,
